SOMAMER_ID,UniProt,TargetFullName,Target
CADM3.3630.27.4,Q8N126,Cell adhesion molecule 3,Nectin-like protein 1
CADM4.8619.12.3,Q8NFZ8,Cell adhesion molecule 4,CADM4
CALB1.9918.23.3,P05937,Calbindin,Calbindin D28
CALCA.10494.48.3,P01258,Procalcitonin,Procalcitonin
CALCOCO2.12534.10.3,Q13137,Calcium-binding and coiled-coil domain-containing protein 2,CACO2
CALN1.10933.107.3,Q9BXU9,Calcium-binding protein 8,CABP8
CALR.5264.65.3,P27797,Calreticulin,calreticulin
CALY.10671.67.3,Q9NYX4,Neuron-specific vesicular protein calcyon,CALY
CAMK1.3592.4.3,Q14012,Calcium/calmodulin-dependent protein kinase type 1,CAMK1
CAMK1D.3418.12.2,Q8IU85,Calcium/calmodulin-dependent protein kinase type 1D,CAMK1D
CAMK2A.3350.53.2,Q9UQM7,Calcium/calmodulin-dependent protein kinase type II subunit alpha,CAMK2A
CAMK2B.3351.1.1,Q13554,Calcium/calmodulin-dependent protein kinase type II subunit beta,CAMK2B
CAMKK1.3877.67.2,Q8N5S9,Calcium/calmodulin-dependent protein kinase kinase 1,CaMKK alpha
CAND1.13937.75.3,Q86VP6,Cullin-associated NEDD8-dissociated protein 1,CAND1
CANT1.6480.1.3,Q8WVQ1,Soluble calcium-activated nucleotidase 1,CANT1
CANX.8834.58.3,P27824,Calnexin,Calnexin
CAPN2.14684.17.3,P17655,Calpain-2 catalytic subunit,CAN2
CAPN3.12385.4.3,P20807,Calpain-3,CAN3
CAPSL.13688.2.3,Q8WWF8,Calcyphosin-like protein,CAPSL
CARHSP1.12808.103.3,Q9Y2V2,Calcium-regulated heat stable protein 1,CHSP1
CARS.14098.28.3,P49589,"Cysteine--tRNA ligase, cytoplasmic",SYCC
CARTPT.5743.82.3,Q16568,Cocaine- and amphetamine-regulated transcript protein,CART
CASC4.10613.33.3,Q6P4E1,Protein CASC4,CASC4
CASC4.8838.10.3,Q6P4E1,Protein CASC4,CASC4
CASP10.5340.24.3,Q92851,Caspase-10,Caspase-10
CASP2.4904.7.1,P42575,Caspase-2,Caspase-2
CASP3.3593.72.3,P42574,Caspase-3,Caspase-3
CASS4.12855.16.3,Q9NQ75,Cas scaffolding protein family member 4,CT032
CAST.3026.5.2,P20810,Calpastatin,Calpastatin
CAT.3488.64.2,P04040,Catalase,Catalase
CAV2.9457.3.3,P51636,Caveolin-2,CAV2
CBFB.10048.7.3,Q13951,Core-binding factor subunit beta,PEBB
CBL.12016.60.3,P22681,E3 ubiquitin-protein ligase CBL,CBL
CBLN1.9313.27.3,P23435,Cerebellin-1,CBLN1
CBLN4.5688.65.3,Q9NTU7,Cerebellin-4,CBLN4
CBR1.12381.26.3,P16152,Carbonyl reductase [NADPH] 1,CBR1
CBR3.14091.42.3,O75828,Carbonyl reductase [NADPH] 3,Carbonyl reductase 3
CBS.10086.39.3,P35520,Cystathionine beta-synthase,CBS
CBX5.4540.11.2,P45973,Chromobox protein homolog 5,CBX5
CBX7.13027.20.3,O95931,Chromobox protein homolog 7,CBX7
CCBL2.12682.5.3,Q6YP21,Kynurenine--oxoglutarate transaminase 3,KAT3
CCDC101.12788.6.3,Q96ES7,SAGA-associated factor 29 homolog,SGF29
CCDC126.6388.21.3,Q96EE4,Coiled-coil domain-containing protein 126,CC126
CCDC134.5587.3.3,Q9H6E4,Coiled-coil domain-containing protein 134,CC134
CCDC167.7797.11.3,Q9P0B6,Coiled-coil domain-containing protein 167,CC167
CCDC51.12790.10.3,Q96ER9,Coiled-coil domain-containing protein 51,CCD51
CCDC80.3234.23.2,Q76M96,Coiled-coil domain-containing protein 80,URB
CCDC90B.7792.58.3,Q9GZT6,"Coiled-coil domain-containing protein 90B, mitochondrial",CC90B
CCL1.13687.5.3,P22362,C-C motif chemokine 1,I-309
CCL1.2770.51.2,P22362,C-C motif chemokine 1,I-309
CCL11.5301.7.3,P51671,Eotaxin,Eotaxin
CCL13.4144.13.1,Q99616,C-C motif chemokine 13,MCP-4
CCL14.2900.53.3,Q16627,C-C motif chemokine 14,HCC-1
CCL15.14109.15.3,Q16663,C-C motif chemokine 15,MIP-5
CCL15.3509.1.1,Q16663,C-C motif chemokine 15,MIP-5
CCL16.4913.78.1,O15467,C-C motif chemokine 16,HCC-4
CCL17.3519.3.2,Q92583,C-C motif chemokine 17,TARC
CCL19.4922.13.1,Q99731,C-C motif chemokine 19,MIP-3b
CCL20.2468.62.3,P78556,C-C motif chemokine 20,MIP-3a
CCL21.2516.57.3,O00585,C-C motif chemokine 21,6Ckine
CCL22.3508.78.3,O00626,C-C motif chemokine 22,MDC
CCL23.2913.1.2,P55773,C-C motif chemokine 23,MPIF-1
CCL23.3028.36.2,P55773,Ck-beta-8-1,Ck-b-8-1
CCL24.4128.27.2,O00175,C-C motif chemokine 24,Eotaxin-2
CCL25.14068.29.3,O15444,C-C motif chemokine 25,TECK
CCL25.2705.5.2,O15444,C-C motif chemokine 25,TECK
CCL26.9168.31.3,Q9Y258,C-C motif chemokine 26,Eotaxin-3
CCL27.2192.63.10,Q9Y4X3,C-C motif chemokine 27,CTACK
CCL28.2890.59.2,Q9NRJ3,C-C motif chemokine 28,CCL28
CCL3.3040.59.1,P10147,C-C motif chemokine 3,MIP-1a
CCL3L1.2783.18.2,P16619,C-C motif chemokine 3-like 1,LD78-beta
CCL5.5480.49.3,P13501,C-C motif chemokine 5,RANTES
CCL7.4886.3.1,P80098,C-C motif chemokine 7,MCP-3
CCL8.2785.15.2,P80075,C-C motif chemokine 8,MCP-2
CCM2.12347.29.3,Q9BSQ5,Cerebral cavernous malformations 2 protein,CCM2
CCNB1.5347.59.3,P14635,G2/mitotic-specific cyclin-B1,Cyclin B1
CCNB1IP1.9728.4.3,Q9NPC3,E3 ubiquitin-protein ligase CCNB1IP1,CIP1
CCNC.7817.36.3,P24863,Cyclin-C,CCNC
CCNH.9848.22.3,P51946,Cyclin-H,Cyclin H
CCPG1.8889.5.3,Q9ULG6,Cell cycle progression protein 1,CCPG1
CD109.3290.50.2,Q6YHK3,CD109 antigen,CD109
CD163.5028.59.1,Q86VB7,Scavenger receptor cysteine-rich type 1 protein M130,sCD163
CD177.13116.25.3,Q8N6Q3,CD177 antigen,CD177
CD1D.8749.194.3,P15813,Antigen-presenting glycoprotein CD1d,CD1D
CD2.7100.31.3,P06729,T-cell surface antigen CD2,CD2
CD200.5112.73.3,P41217,OX-2 membrane glycoprotein,OX2G
CD200R1.5103.30.3,Q8TD46,Cell surface glycoprotein CD200 receptor 1,MO2R1
CD200R1L.8980.19.3,Q6Q8B3,Cell surface glycoprotein CD200 receptor 2,MO2R2
CD207.3361.26.2,Q9UJ71,C-type lectin domain family 4 member K,CLC4K
CD209.3029.52.2,Q9NNX6,CD209 antigen,DC-SIGN
CD22.2891.1.3,P20273,B-cell receptor CD22,CD22
CD226.5062.60.3,Q15762,CD226 antigen,CD226
CD226.5721.1.3,Q15762,CD226 antigen,CD226
CD274.5060.62.3,Q9NZQ7,Programmed cell death 1 ligand 1,B7-H1
CD300A.5630.48.3,Q9UGN4,CMRF35-like molecule 8,CM35H
CD300C.13406.161.3,Q08708,CMRF35-like molecule 6,CLM6
CD300C.5066.134.3,Q08708,CMRF35-like molecule 6,CLM6
CD300E.10798.4.3,Q496F6,CMRF35-like molecule 2,CLM2
CD300LB.10713.151.3,A8K4G0,CMRF35-like molecule 7,CLM7
CD300LF.5623.11.3,Q8TDQ1,CMRF35-like molecule 1,CLM1
CD300LG.9909.4.3,Q6UXG3,CMRF35-like molecule 9,CLM9
CD33.3166.92.1,P20138,Myeloid cell surface antigen CD33,Siglec-3
CD34.11285.8.3,P28906,Hematopoietic progenitor cell antigen CD34,CD34
CD34.9023.9.3,P28906,Hematopoietic progenitor cell antigen CD34,CD34
CD36.2973.15.2,P16671,Platelet glycoprotein 4,CD36 ANTIGEN
CD38.11505.1.3,P28907,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,CD38
CD38.11513.92.3,P28907,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,CD38
CD3E.8069.85.3,P07766,T-cell surface glycoprotein CD3 epsilon chain,CD3E
CD3G.7924.7.3,P09693,T-cell surface glycoprotein CD3 gamma chain,CD3G
CD4.3143.3.1,P01730,T-cell surface glycoprotein CD4,sCD4
CD40LG.3534.14.2,P29965,CD40 ligand,"CD40 ligand, soluble"
CD44.9283.8.3,P16070,CD44 antigen,CD44
CD47.6653.58.3,Q08722,Leukocyte surface antigen CD47,CD47
CD48.3292.75.1,P09326,CD48 antigen,CD48
CD5.14065.11.3,P06127,T-cell surface glycoprotein CD5,CD5
CD55.5069.9.3,P08174,Complement decay-accelerating factor,DAF
CD58.10938.13.3,P19256,Lymphocyte function-associated antigen 3,sLFA-3
CD59.11514.196.3,P13987,CD59 glycoprotein,CD59
CD63.9190.7.3,P08962,CD63 antigen,CD63
CD70.5807.77.3,P32970,CD70 antigen,CD70
CD70.8762.38.3,P32970,CD70 antigen,CD70
CD74.6974.6.3,P04233,HLA class II histocompatibility antigen gamma chain,HG2A
CD74.8748.45.3,P04233,HLA class II histocompatibility antigen gamma chain,HG2A
CD79A.7796.10.3,P11912,B-cell antigen receptor complex-associated protein alpha chain,CD79A
CD79B.6351.55.3,P40259,B-cell antigen receptor complex-associated protein beta chain,CD79B
CD80.2603.61.2,P33681,T-lymphocyte activation antigen CD80,B7
CD84.3642.4.1,Q9UIB8,SLAM family member 5,SLAF5
CD84.8770.136.3,Q9UIB8,SLAM family member 5,SLAF5
CD86.5337.64.3,P42081,T-lymphocyte activation antigen CD86,B7-2
CD8B.9310.2.3,P10966,T-cell surface glycoprotein CD8 beta chain,CD8B
CD93.11200.52.3,Q9NPY3,Complement component C1q receptor,C1QR1
CD93.14136.234.3,Q9NPY3,Complement component C1q receptor,C1QR1
CD96.9735.44.3,P40200,T-cell surface protein tactile,TACT
CD97.2822.56.2,P48960,CD97 antigen,CD97
CDC2.CCNB1.3422.4.2,"P06493,P14635",Cyclin-dependent kinase 1:G2/mitotic-specific cyclin-B1 complex,CDK1/cyclin B
CDC25B.12427.8.3,P30305,M-phase inducer phosphatase 2,MPIP2
CDC42.9840.2.3,P60953,Cell division control protein 42 homolog,Cdc42Hs
CDC42BPA.12706.2.3,Q5VT25,Serine/threonine-protein kinase MRCK alpha,MRCKA
CDC42BPB.3629.60.4,Q9Y5S2,Serine/threonine-protein kinase MRCK beta,MRCKB
CDCP1.6565.68.3,Q9H5V8,CUB domain-containing protein 1,CDCP1
CDH1.2501.51.3,P12830,Cadherin-1,Cadherin E
CDH12.10701.30.3,P55289,Cadherin-12,Cadherin-12
CDH12.3656.9.1,P55289,Cadherin-12,Cadherin-12
CDH15.11215.6.3,P55291,Cadherin-15,CAD15
CDH15.5410.53.3,P55291,Cadherin-15,CAD15
CDH2.3797.1.1,P19022,Cadherin-2,Cadherin-2
CDH3.2643.57.2,P22223,Cadherin-3,P-Cadherin
CDH5.2819.23.2,P33151,Cadherin-5,Cadherin-5
CDH7.7959.34.3,Q9ULB5,Cadherin-7,CADH7
CDHR1.8372.29.3,Q96JP9,Cadherin-related family member 1,CDHR1
CDHR3.8222.49.3,Q6ZTQ4,Cadherin-related family member 3,CDHR3
CDHR3.9463.26.3,Q6ZTQ4,Cadherin-related family member 3,CDHR3
CDHR5.9962.1.3,Q9HBB8,Cadherin-related family member 5,MUCDL
CDK2.CCNA2.3357.67.2,"P20248,P24941",Cyclin-dependent kinase 2:Cyclin-A2 complex,CDK2/cyclin A
CDK2AP1.9450.18.3,O14519,Cyclin-dependent kinase 2-associated protein 1,CDKA1
CDK5.CDK5R1.3358.51.2,"Q00535,Q15078",Cyclin-dependent kinase 5:Cyclin-dependent kinase 5 activator 1 complex,CDK5/p35
CDK8.CCNC.3359.11.2,"P24863,P49336",Cyclin-dependent kinase 8:Cyclin-C complex,CDK8/cyclin C
CDKN1B.3719.2.2,P46527,Cyclin-dependent kinase inhibitor 1B,p27Kip1
CDKN2B.9874.28.3,P42772,Cyclin-dependent kinase 4 inhibitor B,p15-INK4b
CDKN3.14178.18.3,Q16667,Cyclin-dependent kinase inhibitor 3,CDKN3
CDNF.4962.52.1,Q49AH0,Cerebral dopamine neurotrophic factor,ARMEL
CDON.4541.49.2,Q4KMG0,Cell adhesion molecule-related/down-regulated by oncogenes,CDON
CDSN.7085.81.3,Q15517,Corneodesmosin,CDSN
CDY1.7097.8.3,Q9Y6F8,Testis-specific chromodomain protein Y 1,CDY1
CEACAM1.8031.11.3,P13688,Carcinoembryonic antigen-related cell adhesion molecule 1,CEACAM1
CEACAM21.7204.1.3,Q3KPI0,Carcinoembryonic antigen-related cell adhesion molecule 21,CEA21
CEACAM4.10910.6.3,O75871,Carcinoembryonic antigen-related cell adhesion molecule 4,CEAM4
CEBPB.10337.83.3,P17676,CCAAT/enhancer-binding protein beta,CEBPB
CECR1.6077.63.3,Q9NZK5,Adenosine deaminase CECR1,CECR1
CEL.9796.4.3,P19835,Bile salt-activated lipase,CEL
CELA2A.7140.1.3,P08217,Chymotrypsin-like elastase family member 2A,ELA2A
CELA3B.6357.83.3,P08861,Chymotrypsin-like elastase family member 3B,ELA3B
CELF2.7245.2.3,O95319,CUGBP Elav-like family member 2,CELF2
CENPW.8864.59.3,Q5EE01,Centromere protein W,CENPW
CEP57.11276.1.3,Q86XR8,Centrosomal protein of 57 kDa,CEP57
CEP57.9067.152.3,Q86XR8,Centrosomal protein of 57 kDa,CEP57
CEP57.9905.8.3,Q86XR8,Centrosomal protein of 57 kDa,CEP57
CERS5.13494.6.3,Q8N5B7,Ceramide synthase 5,CERS5
CETN2.13078.3.3,P41208,Centrin-2,CETN2
CFAP45.6553.68.3,Q9UL16,Cilia- and flagella-associated protein 45,CCD19
CFB.4129.72.1,P00751,Complement factor B,Factor B
CFC1.3294.55.2,P0CG37,Cryptic protein,CFC1
CFH.4159.130.1,P08603,Complement factor H,Factor H
CFHR5.3666.17.4,Q9BXR6,Complement factor H-related protein 5,complement factor H-related 5
CFHR5.7885.17.3,Q9BXR6,Complement factor H-related protein 5,complement factor H-related 5
CFI.2567.5.6,P05156,Complement factor I,Factor I
CFL1.4203.50.2,P23528,Cofilin-1,Cofilin-1
CFP.2960.66.2,P27918,Properdin,Properdin
CGA.14056.4.3,P01215,Glycoprotein hormones alpha chain,Glycoprotein hormones a-chain
CGA.CGB.4914.10.1,"P01215,P01233",Human Chorionic Gonadotropin,HCG
CGA.FSHB.3032.11.2,"P01215,P01225",Follicle stimulating hormone,FSH
CGA.LHB.2953.31.2,"P01215,P01229",Luteinizing hormone,Luteinizing hormone
CGA.TSHB.3521.16.2,"P01215,P01222",Thyroid Stimulating Hormone,TSH
CGB2.6213.10.3,Q6NT52,Choriogonadotropin subunit beta variant 2,CGB2
CGREF1.6257.56.3,Q99674,Cell growth regulator with EF hand domain protein 1,CGRE1
CHAD.13460.4.3,O15335,Chondroadherin,CHAD
CHCHD10.11270.17.3,Q8WYQ3,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",CHC10
CHCHD2.8015.144.3,Q9Y6H1,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2,CHCH2
CHD7.14005.2.3,Q9P2D1,Chromodomain-helicase-DNA-binding protein 7,CHD7
CHEK1.2853.68.2,O14757,Serine/threonine-protein kinase Chk1,CHK1
CHGA.8476.11.3,P10645,Chromogranin-A,CgA
CHGB.8235.48.3,P05060,Secretogranin-1,SCG1
CHI3L1.11104.13.3,P36222,Chitinase-3-like protein 1,YKL-40
CHI3L2.9383.24.3,Q15782,Chitinase-3-like protein 2,CH3L2
CHIC2.10914.4.3,Q9UKJ5,Cysteine-rich hydrophobic domain-containing protein 2,CHIC2
CHIT1.3600.2.3,Q13231,Chitotriosidase-1,Chitotriosidase-1
CHKB.13117.232.3,Q9Y259,Choline/ethanolamine kinase,CHKB
CHL1.3601.54.3,O00533,Neural cell adhesion molecule L1-like protein,CHL1
CHP1.12458.79.3,Q99653,Calcineurin B homologous protein 1,CHP1
CHRD.13438.115.3,Q9H2X0,Chordin,CHRD
CHRDL1.3362.61.2,Q9BU40,Chordin-like protein 1,CRDL1
CHRDL2.6086.15.3,Q6WN34,Chordin-like protein 2,CRDL2
CHST1.7803.4.3,O43916,Carbohydrate sulfotransferase 1,CHST1
CHST11.7779.86.3,Q9NPF2,Carbohydrate sulfotransferase 11,CHSTB
CHST14.7262.191.3,Q8NCH0,Carbohydrate sulfotransferase 14,CHSTE
CHST15.14097.86.3,Q7LFX5,Carbohydrate sulfotransferase 15,ST4S6
CHST15.4469.78.2,Q7LFX5,Carbohydrate sulfotransferase 15,ST4S6
CHST2.4428.1.2,Q9Y4C5,Carbohydrate sulfotransferase 2,CHST2
CHST3.7189.55.3,Q7LGC8,Carbohydrate sulfotransferase 3,CHST3
CHST5.7020.13.3,Q9GZS9,Carbohydrate sulfotransferase 5,CHST5
CHST6.4429.51.2,Q9GZX3,Carbohydrate sulfotransferase 6,CHST6
CHST9.11646.4.3,Q7L1S5,Carbohydrate sulfotransferase 9,Carbohydrate sulfotransferase 9
CILP.5717.2.3,O75339,Cartilage intermediate layer protein 1,CILP
CIRBP.12724.81.3,Q14011,Cold-inducible RNA-binding protein,CIRBP
CISD1.7745.3.3,Q9NZ45,CDGSH iron-sulfur domain-containing protein 1,ZCD1
CISD2.8094.20.3,Q8N5K1,CDGSH iron-sulfur domain-containing protein 2,CISD2
CKAP2.5345.51.3,Q8WWK9,Cytoskeleton-associated protein 2,CKAP2
CKB.3800.71.2,P12277,Creatine kinase B-type,CK-BB
CKM.2670.67.4,P06732,Creatine kinase M-type,CK-MM
CLC.11094.104.3,Q05315,Galectin-10,LPPL
CLEC10A.10955.4.3,Q8IUN9,C-type lectin domain family 10 member A,CLC10
CLEC11A.2966.65.2,Q9Y240,Stem Cell Growth Factor-beta,SCGF-beta
CLEC12A.11187.11.3,Q5QGZ9,C-type lectin domain family 12 member A,CL12A
CLEC14A.10461.57.3,Q86T13,C-type lectin domain family 14 member A,CLC14
CLEC2A.10953.14.3,Q6UVW9,C-type lectin domain family 2 member A,CLC2A
CLEC2B.7786.83.3,Q92478,C-type lectin domain family 2 member B,CLC2B
CLEC2D.7054.87.3,Q9UHP7,C-type lectin domain family 2 member D,CLC2D
CLEC2L.8242.9.3,P0C7M8,C-type lectin domain family 2 member L,CLC2L
CLEC4D.7752.31.3,Q8WXI8,C-type lectin domain family 4 member D,CLC4D
CLEC4E.7077.9.4,Q9ULY5,C-type lectin domain family 4 member E,CLC4E
CLEC4M.3030.3.2,Q9H2X3,C-type lectin domain family 4 member M,DC-SIGNR
CLEC5A.8282.15.3,Q9NY25,C-type lectin domain family 5 member A,CLC5A
CLEC6A.6911.103.3,Q6EIG7,C-type lectin domain family 6 member A,CLC6A
CLEC7A.3603.60.5,Q9BXN2,C-type lectin domain family 7 member A,CLC7A
CLECL1.14308.192.3,Q8IZS7,C-type lectin-like domain family 1,CLCL1
CLIC4.12491.23.3,Q9Y696,Chloride intracellular channel protein 4,CLIC4
CLIC5.12475.48.3,Q9NZA1,Chloride intracellular channel protein 5,CLIC5
CLINT1.11659.31.3,Q14677,Clathrin interactor 1,EPN4
CLK2.11327.56.3,P49760,Dual specificity protein kinase CLK2,CLK2
CLMP.10440.26.3,Q9H6B4,CXADR-like membrane protein,ACAM
CLMP.9585.80.3,Q9H6B4,CXADR-like membrane protein,ACAM
CLN5.8874.53.3,O75503,Ceroid-lipofuscinosis neuronal protein 5,CLN5
CLN5.9795.9.3,O75503,Ceroid-lipofuscinosis neuronal protein 5,CLN5
CLPB.11860.3.3,Q9H078,Caseinolytic peptidase B protein homolog,CLPB
CLPS.5749.53.3,P04118,Colipase,COL
CLPSL2.7767.1.3,Q6UWE3,Colipase-like protein 2,CF126
CLSTN3.6291.55.3,Q9BQT9,Calsyntenin-3,Alcadein-beta
CLTC.13711.10.3,Q00610,Clathrin heavy chain 1,CLH1
CLU.4542.24.2,P10909,Clusterin,Clusterin
CMA1.3423.59.2,P23946,Chymase,Chymase
CMPK1.4786.58.3,P30085,UMP-CMP kinase,Cytidylate kinase
CMPK1.8312.139.3,P30085,UMP-CMP kinase,Cytidylate kinase
CNDP2.3192.3.2,Q96KP4,Cytosolic non-specific dipeptidase,Glutamate carboxypeptidase
CNEP1R1.13532.25.3,Q8N9A8,Nuclear envelope phosphatase-regulatory subunit 1,NEPR1
CNOT1.13482.14.3,A5YKK6,CCR4-NOT transcription complex subunit 1,CNOT1
CNP.6609.22.3,P09543,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",CN37
CNTF.3489.9.2,P26441,Ciliary neurotrophic factor,CNTF
CNTFR.14101.2.3,P26992,Ciliary neurotrophic factor receptor subunit alpha,CNTFR alpha
CNTFR.2711.6.2,P26992,Ciliary neurotrophic factor receptor subunit alpha,CNTFR alpha
CNTN2.3296.92.2,Q02246,Contactin-2,CNTN2
CNTN4.3298.52.2,Q8IWV2,Contactin-4,Contactin-4
CNTN5.3299.29.2,O94779,Contactin-5,Contactin-5
CNTNAP1.14617.7.3,P78357,Contactin-associated protein 1,CNTP1
CNTNAP2.6965.19.3,Q9UHC6,Contactin-associated protein-like 2,CNTP2
COA3.7888.58.3,Q9Y2R0,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",CCD56
COCH.7227.75.3,O43405,Cochlin,COCH
COG8.9543.131.3,Q96MW5,Conserved oligomeric Golgi complex subunit 8,COG8
COL11A2.11278.4.3,P13942,Collagen alpha-2(XI) chain,COL11A2
COL15A1.8974.172.3,P39059,Collagen alpha-1(XV) chain,COFA1
COL18A1.2201.17.6,P39060,Endostatin,Endostatin
COL1A1.11140.56.3,P02452,Collagen alpha-1(I) chain,CO1A1
COL20A1.8804.39.3,Q9P218,Collagen alpha-1(XX) chain,COKA1
COL26A1.9539.25.3,Q96A83,Collagen alpha-1(XXVI) chain,EMID2
COL28A1.10702.1.3,Q2UY09,Collagen alpha-1(XXVIII) chain,COSA1
COL6A1.11150.3.3,P12109,Collagen alpha-1(VI) chain,Collagen a1(VI)
COL6A3.11196.31.3,P12111,Collagen alpha-3(VI) chain,Collagen alpha-3(VI)
COL6A5.11155.16.3,A8TX70,Collagen alpha-5(VI) chain,CO6A5
COL8A1.4807.13.3,P27658,Collagen alpha-1(VIII) chain,CO8A1
COL9A2.9804.11.3,Q14055,Collagen alpha-2(IX) chain,CO9A2
COLEC10.6558.5.3,Q9Y6Z7,Collectin-10,COL10
COLEC11.4430.44.3,Q9BWP8,Collectin-11,Collectin Kidney 1
COLEC12.5457.5.2,Q5KU26,Collectin-12,COLEC12
COLEC12.9787.23.3,Q5KU26,Collectin-12,COLEC12
COLGALT1.5638.23.3,Q8NBJ5,Procollagen galactosyltransferase 1,GT251
COLGALT2.7234.12.3,Q8IYK4,Procollagen galactosyltransferase 2,GT252
COMMD1.12509.115.3,Q8N668,COMM domain-containing protein 1,COMD1
COMMD7.2823.7.1,Q86VX2,COMM domain-containing protein 7,COMMD7
COPS2.14029.42.3,P61201,COP9 signalosome complex subunit 2,CSN2
COTL1.4905.63.1,Q14019,Coactosin-like protein,Coactosin-like protein
COX4I2.7850.1.3,Q96KJ9,"Cytochrome c oxidase subunit 4 isoform 2, mitochondrial",COX42
COX5B.7887.57.3,P10606,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B
COX6C.8903.1.3,P09669,Cytochrome c oxidase subunit 6C,COX6C
COX7A1.8390.25.3,P24310,"Cytochrome c oxidase subunit 7A1, mitochondrial",CX7A1
COX8A.10497.242.3,P10176,"Cytochrome c oxidase subunit 8A, mitochondrial",COX8A
CPA2.9276.7.3,P48052,Carboxypeptidase A2,CBPA2
CPA4.9267.2.3,Q9UI42,Carboxypeptidase A4,CBPA4
CPB1.6356.3.3,P15086,Carboxypeptidase B,Carboxypeptidase B1
CPM.7768.10.3,P14384,Carboxypeptidase M,CBPM
CPNE1.5346.24.3,Q99829,Copine-1,CPNE1
CPVL.8891.7.3,Q9H3G5,Probable serine carboxypeptidase CPVL,CPVL
CPXM1.6255.74.3,Q96SM3,Probable carboxypeptidase X1,CPXM1
CPZ.6493.9.3,Q66K79,Carboxypeptidase Z,CBPZ
CRABP1.11967.23.3,P29762,Cellular retinoic acid-binding protein 1,RABP1
CRABP2.11696.7.3,P29373,Cellular retinoic acid-binding protein 2,RABP2
CRB1.12012.33.3,P82279,Protein crumbs homolog 1,Crumbs homolog
CREB3L1.11198.37.3,Q96BA8,Cyclic AMP-responsive element-binding protein 3-like protein 1,CR3L1
CREB3L4.11308.8.3,Q8TEY5,Cyclic AMP-responsive element-binding protein 3-like protein 4,CR3L4
CREBBP.13614.6.3,Q92793,CREB-binding protein,CREB-binding protein
CREG1.9357.4.3,O75629,Protein CREG1,CREG1
CRELD1.7628.40.3,Q96HD1,Cysteine-rich with EGF-like domain protein 1,CREL1
CRH.5614.44.3,P06850,Corticoliberin,CRH
CRHBP.6039.24.3,P24387,Corticotropin-releasing factor-binding protein,CRHBP
CRIM1.8699.43.3,Q9NZV1,Cysteine-rich motor neuron 1 protein,CRIM1
CRISP2.9282.12.3,P16562,Cysteine-rich secretory protein 2,CRIS2
CRISP3.3187.52.2,P54108,Cysteine-rich secretory protein 3,CRIS3
CRISPLD2.5691.2.3,Q9H0B8,Cysteine-rich secretory protein LCCL domain-containing 2,CRLD2
CRK.4976.57.1,P46108,Adapter molecule crk,CRK
CRKL.9877.28.3,P46109,Crk-like protein,CRKL
CRLF1.CLCF1.2607.54.2,"O75462,Q9UBD9",Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex,CLF-1/CLC Complex
CRLF2.13694.24.3,Q9HC73,Cytokine receptor-like factor 2,TSLP R
CRLF2.2746.56.1,Q9HC73,Cytokine receptor-like factor 2,TSLP R
CROT.13929.27.3,Q9UKG9,Peroxisomal carnitine O-octanoyltransferase,OCTC
CRP.4337.49.2,P02741,C-reactive protein,CRP
CRTAM.5068.54.3,O95727,Cytotoxic and regulatory T-cell molecule,CRTAM
CRTAM.7968.15.3,O95727,Cytotoxic and regulatory T-cell molecule,CRTAM
CRYAA.10087.10.3,P02489,Alpha-crystallin A chain,Alpha crystallin A chain
CRYBB2.10000.28.3,P43320,Beta-crystallin B2,CRBB2
CRYGD.12366.16.3,P07320,Gamma-crystallin D,CRGD
CRYZL1.9207.60.3,O95825,Quinone oxidoreductase-like protein 1,QORL1
CSAG1.5716.49.3,Q6PB30,Putative chondrosarcoma-associated gene 1 protein,CSAG1
CSDC2.12754.14.3,Q9Y534,Cold shock domain-containing protein C2,CSDC2
CSDE1.12735.39.3,O75534,Cold shock domain-containing protein E1,CSDE1
CSF1.3738.54.4,P09603,Macrophage colony-stimulating factor 1,CSF-1
CSF2.4697.59.2,P04141,Granulocyte-macrophage colony-stimulating factor,GM-CSF
CSF2RA.10438.19.3,P15509,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CSF2R
CSF2RB.10512.13.3,P32927,Cytokine receptor common subunit beta,IL3RB
CSF2RB.11137.43.3,P32927,Cytokine receptor common subunit beta,IL3RB
CSF3.8952.65.3,P09919,Granulocyte colony-stimulating factor,G-CSF
CSF3R.2719.3.4,Q99062,Granulocyte colony-stimulating factor receptor,G-CSF-R
CSGALNACT2.10772.21.3,Q8N6G5,Chondroitin sulfate N-acetylgalactosaminyltransferase 2,CGAT2
CSH1.CSH2.13103.125.3,"P0DML2,P0DML3",Chorionic somatomammotropin hormone,CSH
CSK.3363.31.4,P41240,Tyrosine-protein kinase CSK,CSK
CSMD1.9598.23.3,Q96PZ7,CUB and sushi domain-containing protein 1,CSMD1
CSMD2.9971.5.3,Q7Z408,CUB and sushi domain-containing protein 2,CSMD2
